sample_id,ambient_temp_C,coal_surface_temp_C,delta_T_C,delta_T_rate_per_hr,humidity_pct,solar_radiation_Wm2,wind_speed_kmh,rainfall_last_24h_mm,soil_moisture_pct,coal_surface_moisture_pct,pile_age_days,coal_type_volatile_pct,pile_compaction,crack_width_mm,hotspot_detected,vegetation_stress_index,shc_risk,data_source
SYN-01514,20.4,57.6,37.16,2.882,79.0,686.9,2.7,22.0,5.5,1.7,82,37.5,0,0.57,1,2,1,synthetic_physics_based
SYN-01515,24.3,27.4,3.14,0.62,81.2,145.6,12.4,10.3,10.2,4.4,29,19.2,0,0.73,0,0,0,synthetic_physics_based
SYN-01516,20.2,38.6,18.39,1.317,86.3,748.3,16.5,0.0,20.6,10.6,25,21.1,1,0.4,0,0,0,synthetic_physics_based
SYN-01517,34.2,56.7,22.42,0.794,35.1,777.2,6.1,0.0,14.7,8.6,56,20.1,0,0.3,0,2,0,synthetic_physics_based
SYN-01518,39.8,70.0,30.21,4.275,53.1,741.0,5.2,0.0,14.5,6.6,77,31.7,0,6.63,1,2,1,synthetic_physics_based
SYN-01519,25.4,44.6,19.26,3.93,34.3,152.6,15.8,0.0,20.3,9.4,63,30.1,0,1.51,0,1,0,synthetic_physics_based
SYN-01520,40.4,58.3,17.88,0.353,42.6,629.5,1.6,0.0,13.6,6.1,27,25.2,1,1.4,0,0,0,synthetic_physics_based
SYN-01521,21.3,48.3,26.97,3.585,43.8,800.9,7.7,0.0,14.4,7.4,60,19.1,1,6.76,0,2,1,synthetic_physics_based
SYN-01522,40.6,72.1,31.51,2.971,58.1,569.6,10.4,0.0,9.6,5.4,83,30.8,1,3.83,1,1,1,synthetic_physics_based
SYN-01523,27.7,53.1,25.32,2.381,46.1,631.8,11.4,0.0,10.1,4.4,49,29.4,1,3.78,0,1,0,synthetic_physics_based
SYN-01524,22.2,47.9,25.7,2.831,36.1,462.5,14.7,0.7,16.0,7.0,65,20.3,0,2.7,0,2,1,synthetic_physics_based
SYN-01525,30.7,46.1,15.42,0.474,40.0,525.8,7.4,5.0,9.1,5.6,38,36.2,0,3.09,0,0,0,synthetic_physics_based
SYN-01526,25.6,46.5,20.9,4.015,38.8,80.9,12.4,26.8,13.6,10.2,83,22.0,0,3.48,0,2,0,synthetic_physics_based
SYN-01527,26.3,46.6,20.35,3.523,88.4,625.1,11.9,20.3,8.3,3.9,52,32.9,1,1.23,0,0,0,synthetic_physics_based
SYN-01528,26.8,26.1,-0.61,0.915,75.6,123.3,11.2,0.0,6.2,4.7,1,35.7,1,0.92,0,0,0,synthetic_physics_based
SYN-01529,37.7,54.3,16.61,0.747,88.1,441.5,13.0,26.4,11.6,6.4,40,29.6,0,5.75,0,1,0,synthetic_physics_based
SYN-01530,31.9,49.4,17.57,4.445,56.4,313.4,5.6,19.9,7.1,4.9,81,22.9,1,1.44,0,1,0,synthetic_physics_based
SYN-01531,26.8,36.3,9.45,0.913,46.7,540.9,2.2,0.0,20.1,12.3,21,24.2,1,0.03,0,0,0,synthetic_physics_based
SYN-01532,33.4,61.0,27.59,0.797,77.9,170.1,2.8,9.1,8.8,4.8,86,35.7,1,4.63,0,1,0,synthetic_physics_based
SYN-01533,35.8,48.0,12.23,0.285,49.6,672.5,4.9,0.0,14.4,6.4,15,24.0,1,1.35,0,0,0,synthetic_physics_based
SYN-01534,26.0,48.9,22.9,4.41,48.0,765.5,10.3,0.0,8.0,2.6,50,32.9,1,0.35,0,0,1,synthetic_physics_based
SYN-01535,29.1,43.3,14.16,0.79,44.0,197.0,16.9,4.7,7.9,6.1,48,37.8,1,2.6,0,0,0,synthetic_physics_based
SYN-01536,22.7,40.6,17.93,1.372,37.8,143.9,14.2,0.0,9.7,6.3,32,38.0,1,0.37,0,0,0,synthetic_physics_based
SYN-01537,24.0,33.5,9.56,0.562,45.4,181.0,15.9,0.0,20.4,12.7,49,28.7,1,2.45,0,1,0,synthetic_physics_based
SYN-01538,35.0,66.8,31.81,3.561,51.3,839.4,7.3,18.8,10.4,6.8,68,34.5,1,4.74,1,1,1,synthetic_physics_based
SYN-01539,24.0,50.7,26.7,1.222,70.4,525.4,8.4,0.0,18.6,11.8,45,37.8,1,4.73,0,0,0,synthetic_physics_based
SYN-01540,31.6,48.9,17.35,0.878,33.8,470.5,8.2,0.0,6.7,4.0,32,25.5,1,1.87,0,0,0,synthetic_physics_based
SYN-01541,35.6,39.6,4.0,1.16,42.6,146.0,4.2,29.6,3.9,1.0,4,23.0,0,1.28,0,0,0,synthetic_physics_based
SYN-01542,22.4,40.7,18.32,4.112,78.5,634.6,1.7,14.1,17.9,10.2,65,20.3,1,4.12,0,2,0,synthetic_physics_based
SYN-01543,32.5,57.6,25.15,0.86,38.8,831.2,12.0,12.6,13.3,10.0,71,20.8,0,0.62,0,1,0,synthetic_physics_based
SYN-01544,25.6,54.7,29.02,4.045,50.6,795.4,19.8,0.0,12.6,7.4,73,35.1,1,1.4,0,1,1,synthetic_physics_based
SYN-01545,41.2,65.6,24.39,1.947,81.9,613.4,3.8,0.0,8.2,2.7,65,29.8,1,2.41,0,2,1,synthetic_physics_based
SYN-01546,30.6,54.5,23.89,2.65,39.3,117.8,1.4,0.0,4.4,3.5,80,35.5,1,5.01,0,2,1,synthetic_physics_based
SYN-01547,37.7,44.3,6.55,0.281,35.0,151.2,15.7,16.0,12.2,9.9,18,33.8,1,1.38,0,0,0,synthetic_physics_based
SYN-01548,32.1,44.4,12.25,2.887,59.1,94.4,5.4,0.0,19.5,9.9,54,31.5,1,2.53,0,0,0,synthetic_physics_based
SYN-01549,21.0,30.2,9.28,4.257,48.1,281.7,16.7,0.0,5.3,3.4,47,30.2,0,3.74,0,1,0,synthetic_physics_based
SYN-01550,33.9,42.6,8.66,0.412,63.8,172.1,14.2,0.0,20.7,12.1,6,19.0,1,1.53,0,0,0,synthetic_physics_based
SYN-01551,40.9,68.7,27.76,3.791,78.2,284.0,18.9,0.0,8.2,4.8,66,35.4,1,4.79,0,2,1,synthetic_physics_based
SYN-01552,33.2,44.9,11.7,1.417,38.2,396.6,8.5,0.0,13.1,8.4,9,26.4,0,1.67,0,0,0,synthetic_physics_based
SYN-01553,38.0,70.0,31.96,1.701,64.8,898.7,13.4,0.0,4.3,1.7,68,29.2,1,3.47,1,2,1,synthetic_physics_based
SYN-01554,39.5,53.1,13.62,0.526,60.3,599.3,9.6,20.6,11.1,7.0,23,18.4,0,0.83,0,0,0,synthetic_physics_based
SYN-01555,25.0,47.8,22.81,0.457,38.6,801.5,12.8,15.4,5.4,4.7,43,36.7,1,4.87,0,1,0,synthetic_physics_based
SYN-01556,24.7,48.3,23.59,2.488,67.4,689.3,9.3,28.1,3.9,1.8,51,36.1,0,0.61,0,1,0,synthetic_physics_based
SYN-01557,33.4,58.7,25.23,4.405,46.4,151.3,4.2,19.3,21.4,13.0,72,28.9,1,3.97,0,2,1,synthetic_physics_based
SYN-01558,29.0,53.1,24.03,0.186,59.3,712.3,10.4,0.0,16.9,8.7,25,29.5,0,1.98,0,0,0,synthetic_physics_based
SYN-01559,38.5,63.5,24.98,2.814,34.9,297.6,10.8,8.6,16.7,7.1,80,32.1,1,1.11,0,1,0,synthetic_physics_based
SYN-01560,39.8,56.4,16.56,1.083,57.6,625.2,16.3,0.0,4.7,1.0,35,23.3,0,0.74,0,0,0,synthetic_physics_based
SYN-01561,27.8,39.5,11.69,1.072,48.4,356.9,14.8,0.0,20.7,12.1,17,22.4,0,1.61,0,0,0,synthetic_physics_based
SYN-01562,25.2,45.2,19.98,0.627,79.3,947.9,13.4,0.0,11.9,3.7,18,31.5,1,0.17,0,0,0,synthetic_physics_based
SYN-01563,37.2,46.8,9.65,0.189,33.4,287.2,2.7,17.9,19.2,10.7,27,20.1,0,1.08,0,0,0,synthetic_physics_based
SYN-01564,26.0,33.9,7.84,0.557,55.1,301.2,14.6,0.0,3.2,1.0,15,27.1,1,1.72,0,0,0,synthetic_physics_based
SYN-01565,38.1,66.8,28.74,0.647,57.5,887.6,10.3,15.2,8.7,1.5,81,27.9,0,3.97,0,1,0,synthetic_physics_based
SYN-01566,29.3,43.4,14.12,2.966,73.5,72.2,17.9,0.0,21.9,13.1,69,25.6,0,6.59,0,1,0,synthetic_physics_based
SYN-01567,34.7,59.1,24.37,1.209,64.5,677.0,18.4,0.0,11.1,4.0,80,21.7,1,6.37,0,2,1,synthetic_physics_based
SYN-01568,22.1,26.2,4.1,0.834,70.0,702.8,1.6,12.8,19.9,14.4,15,25.1,1,0.64,0,0,0,synthetic_physics_based
SYN-01569,33.7,55.3,21.54,0.414,76.6,802.7,16.5,7.2,9.2,7.5,42,24.8,1,1.14,0,0,0,synthetic_physics_based
SYN-01570,29.9,61.7,31.72,0.926,81.7,927.0,1.2,0.0,13.0,7.0,34,28.0,1,0.25,1,0,0,synthetic_physics_based
SYN-01571,32.9,58.2,25.31,1.323,48.8,928.0,7.7,0.0,19.2,7.6,48,31.5,0,5.13,0,0,0,synthetic_physics_based
SYN-01572,23.7,50.9,27.24,1.924,62.3,108.7,11.1,0.0,14.5,8.4,83,37.4,0,6.67,0,1,1,synthetic_physics_based
SYN-01573,36.2,46.7,10.47,0.616,80.4,789.7,3.4,24.9,16.8,12.0,8,20.9,0,1.72,0,0,0,synthetic_physics_based
SYN-01574,39.0,47.5,8.5,0.806,89.4,631.7,15.1,0.0,7.3,5.6,10,35.5,1,0.43,0,0,0,synthetic_physics_based
SYN-01575,24.8,34.5,9.72,0.402,83.4,632.6,0.7,0.0,6.0,5.0,5,23.7,1,1.35,0,0,0,synthetic_physics_based
SYN-01576,22.1,39.0,16.85,4.415,52.3,165.5,3.8,7.6,7.4,6.4,48,29.8,0,0.73,0,0,0,synthetic_physics_based
SYN-01577,20.5,35.8,15.25,0.069,41.7,635.2,11.8,0.0,12.4,4.9,26,28.9,0,0.4,0,0,0,synthetic_physics_based
SYN-01578,34.1,67.9,33.77,3.221,59.4,934.2,14.4,18.7,18.2,11.6,86,29.1,0,1.45,1,2,1,synthetic_physics_based
SYN-01579,33.4,55.2,21.84,0.096,74.5,870.6,18.4,10.5,9.7,8.3,23,32.5,1,1.92,0,0,0,synthetic_physics_based
SYN-01580,32.0,52.9,20.84,4.129,59.6,445.2,14.3,7.1,13.7,6.6,62,25.6,1,4.35,0,1,0,synthetic_physics_based
SYN-01581,25.1,30.2,5.07,0.936,59.0,86.0,13.6,0.0,18.3,9.5,13,24.4,0,1.57,0,0,0,synthetic_physics_based
SYN-01582,28.6,41.9,13.28,0.26,80.3,376.1,8.2,0.0,7.5,6.5,9,35.1,1,1.07,0,0,0,synthetic_physics_based
SYN-01583,33.1,53.5,20.46,0.175,51.7,793.8,0.5,0.0,19.8,13.0,20,22.4,0,1.2,0,0,0,synthetic_physics_based
SYN-01584,30.9,57.8,26.82,1.954,81.6,681.3,2.8,0.0,21.1,10.3,57,21.6,1,0.74,0,1,0,synthetic_physics_based
SYN-01585,41.7,47.8,6.06,0.461,54.4,463.4,10.9,0.0,3.7,1.0,24,18.3,1,1.05,0,0,0,synthetic_physics_based
SYN-01586,23.0,34.0,11.0,0.419,49.7,99.6,13.7,0.0,4.1,2.1,33,22.2,0,1.15,0,0,0,synthetic_physics_based
SYN-01587,35.3,53.4,18.08,0.702,57.2,434.2,8.6,15.0,4.7,1.0,20,28.4,1,1.34,0,0,0,synthetic_physics_based
SYN-01588,28.9,44.0,15.06,2.248,75.7,472.1,14.7,0.0,17.8,8.5,60,28.8,1,2.01,0,2,0,synthetic_physics_based
SYN-01589,29.4,52.4,22.98,1.175,37.6,885.7,10.7,0.0,6.6,2.6,48,23.1,0,5.98,0,1,0,synthetic_physics_based
SYN-01590,35.8,53.7,17.92,2.852,41.8,627.0,1.9,0.0,16.8,10.9,64,19.4,1,3.21,0,1,0,synthetic_physics_based
SYN-01591,35.2,48.4,13.2,1.21,87.1,330.5,4.2,0.0,11.4,8.4,30,32.9,1,0.34,0,0,0,synthetic_physics_based
SYN-01592,41.8,74.5,32.66,2.105,40.5,522.8,16.9,0.0,18.9,12.1,73,33.2,1,0.27,1,2,1,synthetic_physics_based
SYN-01593,22.8,24.3,1.43,0.296,64.1,109.4,14.6,1.1,18.4,8.9,17,38.0,0,0.5,0,0,0,synthetic_physics_based
SYN-01594,22.3,42.0,19.72,0.744,64.8,925.3,17.9,0.0,21.2,11.6,14,36.0,0,1.09,0,0,0,synthetic_physics_based
SYN-01595,35.9,45.3,9.33,1.058,59.4,374.1,2.8,21.7,7.8,3.6,19,36.5,1,1.97,0,0,0,synthetic_physics_based
SYN-01596,32.7,64.8,32.03,2.751,68.7,480.1,19.8,0.0,7.4,4.4,71,34.0,1,5.06,1,2,1,synthetic_physics_based
SYN-01597,26.0,48.2,22.16,0.452,43.8,369.8,4.6,15.0,3.6,3.1,59,30.3,0,0.75,0,2,0,synthetic_physics_based
SYN-01598,21.7,42.9,21.14,1.243,63.2,664.3,0.7,18.2,10.8,5.2,67,20.6,1,4.2,0,1,0,synthetic_physics_based
SYN-01599,21.9,40.2,18.3,0.493,52.3,646.0,19.9,29.8,11.7,4.9,44,30.4,0,0.32,0,0,0,synthetic_physics_based
SYN-01600,39.7,66.3,26.6,1.182,69.7,693.8,6.0,0.0,21.3,14.1,32,19.1,0,1.8,0,0,0,synthetic_physics_based
SYN-01601,24.2,33.2,8.94,1.337,38.5,291.3,13.5,0.0,18.8,11.9,11,35.7,1,0.32,0,0,0,synthetic_physics_based
SYN-01602,27.1,27.2,0.05,0.52,64.3,334.1,3.9,0.0,6.2,3.9,2,27.6,0,1.66,0,0,0,synthetic_physics_based
SYN-01603,25.0,42.1,17.11,4.03,41.1,162.7,11.8,0.0,18.2,8.4,68,31.9,0,3.88,0,1,0,synthetic_physics_based
SYN-01604,27.8,42.2,14.41,1.066,46.7,640.0,18.1,0.0,6.4,4.8,17,19.0,1,1.09,0,0,0,synthetic_physics_based
SYN-01605,21.5,39.0,17.46,3.909,43.1,85.8,6.7,0.0,4.5,2.2,81,28.7,0,1.3,0,1,0,synthetic_physics_based
SYN-01606,31.4,46.1,14.72,0.377,41.0,587.9,13.6,0.0,18.9,7.1,40,24.0,1,2.95,0,0,0,synthetic_physics_based
SYN-01607,21.5,55.5,33.97,2.532,79.5,832.7,4.2,0.0,21.5,11.1,87,23.7,1,6.91,1,2,1,synthetic_physics_based
SYN-01608,37.6,64.4,26.75,0.904,47.1,851.7,12.7,0.0,4.7,3.3,46,25.8,1,3.16,0,1,0,synthetic_physics_based
SYN-01609,25.1,43.0,17.86,3.765,85.6,454.1,7.1,0.0,18.5,9.8,88,18.0,0,5.29,0,2,1,synthetic_physics_based
SYN-01610,31.9,44.8,12.89,0.653,88.2,463.4,4.6,0.0,19.3,11.4,4,27.3,0,0.59,0,0,0,synthetic_physics_based
SYN-01611,39.4,47.0,7.67,0.267,64.3,119.3,6.6,12.2,5.3,3.6,38,27.7,1,2.78,0,0,0,synthetic_physics_based
SYN-01612,34.3,69.6,35.28,0.409,38.6,653.7,4.0,0.0,8.4,3.0,63,35.3,1,4.15,1,1,1,synthetic_physics_based
SYN-01613,31.7,52.7,21.01,0.584,52.5,789.1,18.1,23.6,16.9,10.3,29,27.0,1,1.23,0,0,0,synthetic_physics_based
SYN-01614,27.1,36.5,9.36,0.584,77.9,270.2,8.2,0.0,18.3,11.3,19,25.3,0,0.18,0,0,0,synthetic_physics_based
SYN-01615,27.3,41.6,14.23,0.345,52.0,429.2,5.3,12.0,9.7,5.3,29,37.9,1,1.04,0,0,0,synthetic_physics_based
SYN-01616,34.7,53.4,18.71,0.323,35.2,805.0,9.2,7.6,6.0,3.3,35,29.4,0,1.03,0,0,0,synthetic_physics_based
SYN-01617,41.9,61.6,19.68,3.532,63.4,839.4,6.8,0.0,15.3,8.4,70,27.5,1,2.33,0,2,0,synthetic_physics_based
SYN-01618,34.6,42.9,8.33,0.615,80.7,268.9,15.0,0.0,16.3,11.3,23,27.9,1,0.49,0,0,0,synthetic_physics_based
SYN-01619,32.3,53.7,21.45,4.437,77.8,545.5,19.4,12.8,12.6,7.5,46,34.2,0,2.56,0,0,0,synthetic_physics_based
SYN-01620,36.1,41.2,5.16,1.303,40.5,223.2,9.0,0.0,5.8,3.4,44,24.8,1,1.28,0,0,0,synthetic_physics_based
SYN-01621,30.2,45.9,15.66,2.52,70.4,141.7,17.3,0.0,19.0,11.2,48,25.8,0,6.77,0,0,0,synthetic_physics_based
SYN-01622,21.3,48.5,27.19,2.527,43.2,870.0,11.5,25.1,15.3,9.1,52,33.1,1,4.13,0,0,0,synthetic_physics_based
SYN-01623,32.4,51.0,18.58,0.779,43.1,788.5,3.6,0.0,19.5,10.6,8,19.5,1,1.86,0,0,0,synthetic_physics_based
SYN-01624,41.1,65.8,24.75,2.972,82.4,734.0,14.0,0.0,20.7,9.4,55,35.3,0,6.4,0,1,1,synthetic_physics_based
SYN-01625,23.9,44.7,20.8,2.554,45.0,93.9,10.5,0.0,18.3,10.2,66,26.6,1,6.32,0,2,1,synthetic_physics_based
SYN-01626,35.2,64.8,29.66,3.446,45.8,809.4,13.2,0.0,21.2,12.6,77,29.6,1,3.03,0,2,1,synthetic_physics_based
SYN-01627,24.4,42.1,17.67,0.677,30.0,444.2,17.8,4.2,21.1,12.1,40,33.1,1,6.15,0,0,0,synthetic_physics_based
SYN-01628,31.8,54.5,22.75,3.989,82.2,358.2,9.1,0.0,14.8,7.4,85,23.3,0,0.64,0,2,1,synthetic_physics_based
SYN-01629,22.1,39.6,17.48,0.714,77.6,541.8,18.1,0.0,16.8,9.0,31,35.8,1,1.42,0,0,0,synthetic_physics_based
SYN-01630,29.9,48.0,18.08,2.835,67.6,132.2,15.1,0.0,16.3,10.4,48,37.6,0,2.31,0,0,0,synthetic_physics_based
SYN-01631,36.6,54.4,17.77,0.678,75.0,731.0,10.0,0.0,14.8,5.6,61,27.9,1,4.04,0,1,0,synthetic_physics_based
SYN-01632,27.6,51.8,24.15,1.6,39.1,574.2,12.3,0.0,3.4,1.0,52,36.7,1,2.03,0,1,0,synthetic_physics_based
SYN-01633,34.6,43.4,8.73,0.484,57.5,217.9,6.8,0.0,9.8,5.6,38,18.0,0,6.9,0,0,0,synthetic_physics_based
SYN-01634,37.5,43.6,6.09,0.645,51.1,219.4,19.7,0.0,4.9,4.3,36,35.9,0,0.69,0,1,0,synthetic_physics_based
SYN-01635,40.4,63.6,23.23,3.569,35.6,215.8,13.5,0.0,8.7,7.5,87,24.2,1,3.24,0,2,1,synthetic_physics_based
SYN-01636,25.2,34.0,8.86,1.486,59.2,101.3,1.4,0.0,4.3,3.7,55,24.2,1,4.42,0,0,0,synthetic_physics_based
SYN-01637,28.8,57.4,28.61,1.065,85.2,579.0,6.9,0.0,20.5,10.4,85,22.6,1,4.39,0,2,1,synthetic_physics_based
SYN-01638,23.4,39.0,15.67,0.295,32.4,806.3,12.7,13.1,11.6,3.7,13,24.3,0,1.64,0,0,0,synthetic_physics_based
SYN-01639,41.8,47.3,5.49,1.059,47.5,65.7,1.6,0.0,6.6,6.4,37,22.3,1,5.13,0,0,0,synthetic_physics_based
SYN-01640,40.4,59.8,19.4,0.811,42.5,94.1,1.0,20.5,14.1,6.5,47,36.1,0,5.59,0,0,0,synthetic_physics_based
SYN-01641,31.9,68.4,36.49,0.31,44.3,565.5,9.3,0.0,6.7,3.9,71,36.0,1,1.79,1,1,1,synthetic_physics_based
SYN-01642,38.5,54.7,16.2,0.434,84.5,787.5,7.0,0.0,18.3,9.9,22,20.0,1,0.61,0,0,0,synthetic_physics_based
SYN-01643,31.5,49.1,17.59,0.551,58.1,344.1,9.0,0.0,8.8,4.7,39,20.9,1,2.8,0,0,0,synthetic_physics_based
SYN-01644,33.7,63.9,30.15,4.071,58.0,364.7,5.6,0.0,9.0,3.2,87,35.2,0,6.7,1,1,1,synthetic_physics_based
SYN-01645,22.0,47.4,25.45,1.977,75.6,586.7,3.7,0.0,19.5,13.4,58,26.0,1,2.98,0,2,0,synthetic_physics_based
SYN-01646,36.6,45.1,8.47,0.021,39.3,296.8,13.9,26.3,13.6,6.2,30,21.4,1,1.78,0,0,0,synthetic_physics_based
SYN-01647,22.8,35.4,12.63,1.347,59.2,73.9,10.5,0.0,19.9,11.2,18,28.2,1,0.24,0,0,0,synthetic_physics_based
SYN-01648,38.2,57.6,19.43,0.62,55.8,711.7,4.4,0.0,10.8,5.3,18,26.3,0,0.76,0,0,0,synthetic_physics_based
SYN-01649,37.2,62.3,25.12,1.057,65.8,613.1,6.7,0.0,9.5,6.2,74,22.4,1,1.9,0,2,0,synthetic_physics_based
SYN-01650,35.6,44.8,9.26,0.763,90.0,572.7,12.0,0.0,12.6,6.6,39,32.4,1,5.06,0,1,0,synthetic_physics_based
SYN-01651,20.8,40.4,19.64,0.99,76.2,717.5,1.9,0.0,4.2,1.8,26,30.6,0,1.91,0,0,0,synthetic_physics_based
SYN-01652,26.7,43.7,17.07,3.818,53.9,657.7,3.4,7.2,5.9,4.9,71,20.0,0,4.51,0,1,0,synthetic_physics_based
SYN-01653,25.8,33.0,7.22,1.074,79.7,235.3,1.9,21.7,7.2,3.5,7,36.5,0,1.69,0,0,0,synthetic_physics_based
SYN-01654,27.9,55.3,27.39,1.863,40.2,367.2,16.3,6.4,18.5,12.3,69,29.2,0,2.37,0,2,0,synthetic_physics_based
SYN-01655,21.9,39.5,17.58,1.591,31.8,163.5,15.2,0.0,16.9,7.5,65,23.0,0,6.63,0,1,0,synthetic_physics_based
SYN-01656,40.6,55.0,14.4,3.549,42.3,166.9,15.2,0.0,6.7,3.3,46,22.1,1,2.41,0,0,0,synthetic_physics_based
SYN-01657,32.2,44.1,11.96,0.306,50.4,658.6,14.5,0.0,8.3,3.3,18,20.7,1,1.52,0,0,0,synthetic_physics_based
SYN-01658,26.7,36.4,9.71,1.195,60.6,822.7,13.6,0.0,20.9,11.6,13,26.5,1,0.33,0,0,0,synthetic_physics_based
SYN-01659,28.7,44.4,15.62,0.408,66.9,916.5,9.8,0.0,4.6,1.0,25,20.7,0,0.14,0,0,0,synthetic_physics_based
SYN-01660,29.8,40.0,10.12,1.194,84.6,615.5,13.0,0.0,13.4,8.3,8,26.3,1,1.57,0,0,0,synthetic_physics_based
SYN-01661,33.2,49.3,16.06,0.938,60.6,215.7,1.2,0.0,12.9,8.2,74,21.0,1,2.12,0,2,0,synthetic_physics_based
SYN-01662,31.3,46.9,15.52,1.151,60.1,145.1,12.6,5.4,16.8,11.5,32,31.1,0,0.88,0,0,0,synthetic_physics_based
SYN-01663,40.2,60.2,19.95,0.831,33.0,781.6,15.7,0.0,8.0,5.7,17,33.7,0,0.32,0,0,0,synthetic_physics_based
SYN-01664,30.9,67.6,36.64,2.012,32.1,570.9,10.3,0.0,20.8,12.7,79,29.0,1,4.34,1,1,1,synthetic_physics_based
SYN-01665,41.8,67.8,26.01,0.957,63.1,606.5,7.5,10.3,10.8,7.0,79,31.6,1,1.29,0,2,0,synthetic_physics_based
SYN-01666,38.7,69.7,31.0,1.527,56.3,753.3,5.9,0.0,8.4,4.3,48,36.8,1,1.98,1,0,1,synthetic_physics_based
SYN-01667,24.6,54.7,30.15,2.529,80.4,682.9,13.0,0.0,9.4,7.6,63,30.8,1,4.04,1,2,1,synthetic_physics_based
SYN-01668,40.5,60.9,20.46,0.956,39.6,801.0,14.0,23.6,9.6,6.1,40,25.3,0,1.68,0,0,0,synthetic_physics_based
SYN-01669,22.6,38.9,16.31,0.314,31.5,100.6,17.5,0.0,6.8,7.4,84,27.0,1,3.08,0,2,0,synthetic_physics_based
SYN-01670,38.0,51.3,13.27,0.537,56.9,722.8,7.2,0.0,20.6,14.0,15,35.2,0,1.74,0,0,0,synthetic_physics_based
SYN-01671,28.4,39.6,11.24,0.636,44.2,815.8,15.5,0.0,6.3,4.0,6,20.6,0,1.46,0,0,0,synthetic_physics_based
SYN-01672,39.3,63.7,24.34,1.23,33.0,307.5,11.4,0.0,19.8,11.5,63,24.5,0,0.74,0,2,1,synthetic_physics_based
SYN-01673,39.1,54.2,15.14,1.499,73.5,626.4,17.7,21.9,10.7,7.1,8,29.5,0,1.03,0,0,0,synthetic_physics_based
SYN-01674,37.7,54.7,16.98,0.87,36.7,332.7,10.8,8.2,8.1,6.8,32,31.5,1,0.18,0,0,0,synthetic_physics_based
SYN-01675,37.4,64.4,27.01,0.138,66.5,912.2,10.6,0.0,6.8,1.4,45,33.3,1,5.8,0,1,1,synthetic_physics_based
SYN-01676,26.7,37.4,10.72,1.369,46.9,80.1,11.8,0.0,12.6,8.9,52,24.4,1,6.32,0,0,0,synthetic_physics_based
SYN-01677,21.8,45.7,23.91,3.919,40.4,571.8,15.1,23.8,15.7,9.2,79,20.9,0,6.37,0,1,0,synthetic_physics_based
SYN-01678,28.9,57.3,28.47,2.444,52.8,199.9,19.3,0.0,20.1,12.7,82,37.1,1,2.75,0,2,1,synthetic_physics_based
SYN-01679,23.8,36.4,12.6,0.669,78.1,691.0,1.9,0.0,15.4,7.4,13,19.5,1,1.1,0,0,0,synthetic_physics_based
SYN-01680,35.3,44.0,8.67,0.801,53.5,208.3,1.5,0.0,12.2,5.6,24,19.9,1,0.67,0,0,0,synthetic_physics_based
SYN-01681,27.6,36.6,9.01,1.464,75.0,261.8,18.8,0.0,3.6,2.5,40,27.9,1,2.54,0,0,0,synthetic_physics_based
SYN-01682,41.5,54.3,12.82,1.473,37.5,494.9,10.8,14.5,20.4,12.7,14,34.4,1,0.31,0,0,0,synthetic_physics_based
SYN-01683,34.1,68.0,33.91,4.165,76.4,873.4,12.5,17.6,20.1,9.2,75,33.5,0,1.65,1,2,1,synthetic_physics_based
SYN-01684,38.1,60.1,22.0,2.938,44.2,240.5,9.9,10.3,10.2,5.0,70,36.8,1,4.68,0,2,1,synthetic_physics_based
SYN-01685,22.9,38.9,15.98,3.99,70.6,179.8,2.3,8.6,3.6,1.0,62,20.8,1,6.5,0,1,0,synthetic_physics_based
SYN-01686,39.0,76.3,37.35,2.765,63.9,733.1,15.5,0.0,16.9,9.9,89,25.5,1,2.1,1,2,1,synthetic_physics_based
SYN-01687,40.3,65.1,24.82,1.685,85.7,500.6,15.1,0.0,18.0,12.9,61,23.6,1,4.8,0,1,0,synthetic_physics_based
SYN-01688,30.7,43.6,12.9,1.318,53.2,870.6,6.6,0.0,13.3,6.8,1,35.2,0,0.39,0,0,0,synthetic_physics_based
SYN-01689,33.3,59.1,25.76,0.663,34.0,182.0,6.5,0.0,10.7,7.0,89,27.8,1,1.03,0,1,0,synthetic_physics_based
SYN-01690,36.8,60.2,23.36,1.267,31.1,631.3,16.8,0.0,19.2,10.7,66,18.5,1,0.99,0,2,1,synthetic_physics_based
SYN-01691,23.8,36.8,13.0,1.385,79.6,259.6,1.9,5.2,6.7,4.2,32,32.2,1,0.71,0,0,0,synthetic_physics_based
SYN-01692,31.1,36.7,5.66,1.325,61.5,191.1,17.7,29.5,11.4,5.3,13,25.8,0,0.49,0,0,0,synthetic_physics_based
SYN-01693,28.8,48.4,19.61,1.074,76.5,665.1,5.5,0.0,3.5,2.9,33,28.6,1,1.95,0,0,0,synthetic_physics_based
SYN-01694,23.2,51.9,28.68,0.546,44.1,584.3,12.1,8.0,6.1,3.1,32,35.9,0,0.05,0,0,0,synthetic_physics_based
SYN-01695,28.1,51.2,23.15,0.896,50.7,729.3,18.8,0.0,20.9,14.2,56,23.1,1,1.06,0,2,0,synthetic_physics_based
SYN-01696,21.5,26.1,4.6,0.474,31.8,328.5,13.7,0.0,14.0,6.9,24,22.8,1,0.5,0,0,0,synthetic_physics_based
SYN-01697,20.6,24.3,3.73,0.379,87.7,453.2,8.6,0.8,18.3,11.5,4,23.3,0,1.62,0,0,0,synthetic_physics_based
